name,owner,url,version,creation date,stars,watches,forks,contributors,languages,open issues,closed issues,commits,defect_proneness,last year commit #,description,topics,releases_count,Project Name,Useful Lines of Code (ULOC),Software Lines of Code (SLOC),Duplicate Useful Lines of Code,Classes,Files,Architecture Type,Core,Core Size,Central Size,Propagation Cost,Overly Complex Files,Useful Comment Density
next.js,zeit,https://github.com/zeit/next.js,2019-08-27T01:50:26Z,2016-10-05T23:32:51Z,40355,802,5079,16,JavaScript,229,4486,3260,35.95092024539877,1742,The React Framework,"['react', 'server-rendering', 'universal', 'node', 'components', 'browser', 'nextjs']",507,zeit/next.js,29856,36394,1906,382,1311,Hierarchical,False,0.4,48.4,0.138,0.0,9.3
react-router,ReactTraining,https://github.com/ReactTraining/react-router,2019-08-26T23:40:24Z,2014-05-16T22:22:51Z,37402,897,7637,322,JavaScript,42,5038,4381,24.469299246747315,247,Declarative routing for React,[],140,ReactTraining/react-router,8198,9963,917,56,205,Hierarchical,False,1.0,54.6,0.988,0.0,3.4
materialize,Dogfalo,https://github.com/Dogfalo/materialize,2019-08-26T20:38:14Z,2014-09-12T19:35:38Z,36370,1145,4819,226,JavaScript,524,4504,3854,29.60560456668396,43,"Materialize, a CSS Framework based on Material Design","['design', 'css', 'framework', 'javascript', 'material-design', 'material', 'css-framework']",44,Dogfalo/materialize,15042,20754,8460,32,164,Hierarchical,False,0,12.8,0.692,0.0,22.1
yarn,yarnpkg,https://github.com/yarnpkg/yarn,2019-08-28T06:59:20Z,2016-01-19T17:39:16Z,36702,623,2307,28,JavaScript,1846,3437,2253,48.0248557478917,165,"📦🐈 Fast, reliable, and secure dependency management.","['yarn', 'npm', 'package-manager', 'javascript']",147,yarnpkg/yarn,7691,15151,1697,21,553,Hierarchical,False,0.4,39.6,0.442,0.0,61.4
impress.js,impress,https://github.com/impress/impress.js,2019-07-06T08:31:59Z,2011-12-28T22:23:19Z,35065,1335,6818,45,JavaScript,45,383,365,24.10958904109589,16,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,[],13,impress/impress.js,4161,5818,728,,55,Hierarchical,False,3.6,49.1,2.909,0.0,55.8
Front-End-Checklist,thedaviddias,https://github.com/thedaviddias/Front-End-Checklist,2019-08-16T15:17:01Z,2017-10-16T10:12:36Z,35872,1080,3500,42,JavaScript,5,91,658,24.772036474164132,16,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,"['frontend', 'front-end-development', 'front-end-developer-tool', 'guidelines', 'checklist', 'reference', 'web-development', 'html', 'css', 'javascript', 'lists', 'resources']",1,thedaviddias/Front-End-Checklist,1206,1512,0,13,25,Core-Periphery,True,8.0,52.0,11.200,0.0,18.6
gatsby,gatsbyjs,https://github.com/gatsbyjs/gatsby,2019-08-27T02:13:20Z,2015-05-21T22:43:05Z,37524,849,5813,95,JavaScript,561,7099,8755,35.6938892061679,5340,"Build blazing fast, modern apps and websites with React","['gatsby', 'static-site-generator', 'react', 'blog', 'documentation-tool', 'web-app', 'compiler', 'graphql']",7539,gatsbyjs/gatsby,91126,112911,13085,224,1627,Hierarchical,False,0.2,35.1,0.208,0.0,8.0
gulp,gulpjs,https://github.com/gulpjs/gulp,2019-08-25T19:09:03Z,2013-07-04T05:26:06Z,31388,1173,4397,162,JavaScript,18,1732,1146,18.760907504363004,55,The streaming build system,[],22,gulpjs/gulp,359,439,44,1,5,Hierarchical,False,0,0.0,20.000,0.0,2.8
parcel,parcel-bundler,https://github.com/parcel-bundler/parcel,2019-08-26T20:23:54Z,2017-08-07T16:36:47Z,32868,490,1513,18,JavaScript,738,1583,819,34.798534798534796,180,"📦🚀 Blazing fast, zero configuration web application bundler","['module-bundler', 'build-tool', 'javascript', 'css', 'html', 'assets', 'web', 'compiler', 'commonjs', 'es6', 'modules']",111,parcel-bundler/parcel,16577,21770,1346,79,852,Hierarchical,False,0.4,27.1,0.140,0.0,4.9
anime,juliangarnier,https://github.com/juliangarnier/anime,2019-08-21T10:32:20Z,2016-03-13T21:37:45Z,32257,703,2419,12,JavaScript,84,389,631,20.602218700475436,92,JavaScript animation engine,"['animation', 'anime']",12,juliangarnier/anime,7985,10625,7898,2,59,Hierarchical,False,0,39.0,2.471,0.0,11.5
awesome-selfhosted,Kickball,https://github.com/Kickball/awesome-selfhosted,2019-08-26T16:50:04Z,2015-06-01T02:33:17Z,34886,1415,2794,268,JavaScript,51,415,2704,22.485207100591715,376,This is a list of Free Software network services and web applications which can be hosted locally. Selfhosting is the process of locally hosting and managing applications instead of renting from SaaS providers.,"['selfhosted', 'awesome', 'awesome-list', 'privacy', 'hosting', 'cloud', 'self-hosted']",0,Kickball/awesome-selfhosted,68,75,0,,1,Hierarchical,False,0,0.0,100.000,0.0,33.8
jQuery-File-Upload,blueimp,https://github.com/blueimp/jQuery-File-Upload,2019-08-25T06:09:38Z,2010-12-01T15:35:32Z,30243,1771,8027,91,PHP,0,0,1092,29.395604395604398,73,"File Upload widget with multiple file selection, drag&drop support, progress bar, validation and preview images, audio and video for jQuery. Supports cross-domain, chunked and resumable file uploads. Works with any server-side platform (Google App Engine, PHP, Python, Ruby on Rails, Java, etc.) that supports standard HTML form file uploads.",[],102,blueimp/jQuery-File-Upload,5281,6476,574,1,34,Core-Periphery,True,14.7,55.9,13.927,0.0,17.1
Ghost,TryGhost,https://github.com/TryGhost/Ghost,2019-08-27T07:40:29Z,2013-05-04T11:09:13Z,30734,1156,6677,269,JavaScript,38,5454,9105,46.798462383305875,1309,👻 The #1 headless Node.js CMS for professional publishing,"['journalism', 'publishing', 'blogging', 'javascript', 'web-application', 'cms', 'nodejs', 'ember', 'ghost', 'headless-cms', 'jamstack']",283,TryGhost/Ghost,72428,91164,18165,60,955,Hierarchical,False,0.2,3.5,0.116,0.0,9.4
serverless,serverless,https://github.com/serverless/serverless,2019-08-27T07:21:01Z,2015-04-21T03:48:40Z,31678,997,3582,392,JavaScript,540,3208,9787,27.822621845304994,1614,"Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! – ","['serverless', 'serverless-framework', 'serverless-architectures', 'aws-lambda', 'google-cloud-functions', 'azure-functions', 'ibm-openwhisk', 'aws', 'microservice', 'javascript']",143,serverless/serverless,43529,52003,7738,108,414,Hierarchical,False,0,0.0,0.242,0.0,3.3
pm2,Unitech,https://github.com/Unitech/pm2,2019-08-14T14:37:22Z,2013-05-21T03:25:25Z,30236,709,2017,208,JavaScript,722,2958,4514,25.587062472308375,176,Node.js Production Process Manager with a built-in Load Balancer.,"['pm2', 'nodejs', 'node', 'process-manager', 'process', 'manager', 'startup-script', 'monitoring', 'load-balancer', 'forever', 'production', 'deploy']",123,Unitech/pm2,17352,21641,2522,24,330,Hierarchical,False,0.6,0.6,0.305,0.0,13.7
hyper,zeit,https://github.com/zeit/hyper,2019-08-23T00:09:32Z,2016-07-01T06:01:21Z,30764,506,2520,18,JavaScript,835,1952,1196,33.77926421404682,110,A terminal built on web technologies,"['terminal', 'javascript', 'html', 'css', 'react', 'hyperterm', 'terminal-emulators']",91,zeit/hyper,85473,102600,5160,454,102,Hierarchical,False,2.0,52.9,4.104,0.0,19.9
backbone,jashkenas,https://github.com/jashkenas/backbone,2019-05-13T13:07:23Z,2010-09-30T19:41:28Z,27534,1466,5683,314,JavaScript,50,2321,3381,28.36438923395445,3,"Give your JS App some Backbone with Models, Views, Collections, and Events",[],31,jashkenas/backbone,15146,19225,172,14,32,Core-Periphery,True,6.2,81.2,8.496,0.0,24.0
awesome-mac,jaywcjlove,https://github.com/jaywcjlove/awesome-mac,2019-08-26T01:41:59Z,2016-07-17T15:33:47Z,31284,1254,3563,38,JavaScript,40,190,1323,12.698412698412698,201," Now we have become very big, Different from the original idea. Collect premium software in various categories.","['macos', 'software', 'mac', 'mac-osx', 'awesome', 'macosx', 'awesome-list']",0,jaywcjlove/awesome-mac,171,237,0,,1,Hierarchical,False,0,0.0,100.000,0.0,8.8
immutable-js,immutable-js,https://github.com/immutable-js/immutable-js,2019-08-11T12:56:36Z,2014-07-02T06:02:29Z,28179,593,1640,111,JavaScript,117,1018,1555,30.032154340836016,45,Immutable persistent data collections for Javascript which increase efficiency and simplicity.,[],65,immutable-js/immutable-js,13734,16648,350,51,181,Core-Periphery,True,8.3,50.3,4.893,0.6,30.4
33-js-concepts,leonardomso,https://github.com/leonardomso/33-js-concepts,2019-08-25T12:53:08Z,2018-09-04T13:27:04Z,28581,994,2857,21,JavaScript,5,14,291,5.841924398625429,252,📜 33 concepts every JavaScript developer should know.,"['javascript', 'concepts', 'nodejs', 'react', 'angular']",0,leonardomso/33-js-concepts,0,0,0,,1,Hierarchical,False,0,0.0,100.000,0.0,0
tech-interview-handbook,yangshun,https://github.com/yangshun/tech-interview-handbook,2019-08-25T13:37:54Z,2016-07-05T05:00:48Z,32098,1319,4402,2,JavaScript,6,12,166,24.69879518072289,63,💯 Materials to help you rock your next coding interview,"['interview-questions', 'coding-interviews', 'interview-practice', 'interview-preparation', 'algorithm', 'algorithms']",0,yangshun/tech-interview-handbook,1015,1219,0,,18,Hierarchical,False,0,11.1,5.864,0.0,3.1
slate,ianstormtaylor,https://github.com/ianstormtaylor/slate,2019-08-27T15:44:44Z,2016-06-18T01:52:42Z,15135,288,1356,19,JavaScript,346,1452,2674,32.086761406133135,355,A completely customizable framework for building rich text editors. (Currently in beta.),"['editor', 'browser', 'react', 'rich-text', 'framework', 'slate', 'javascript', 'text-editor']",1455,lord/slate,39027,45456,11582,71,1201,Hierarchical,False,0.3,82.5,0.231,0.1,14.0
nodebestpractices,goldbergyoni,https://github.com/goldbergyoni/nodebestpractices,2019-08-25T14:26:47Z,2017-09-15T08:33:19Z,32487,1033,2653,34,JavaScript,19,133,974,18.993839835728956,413,:white_check_mark: The largest Node.js best practices list (July 2019),"['nodejs', 'javascript', 'best-practices', 'styleguide', 'style-guide', 'style-guides', 'node-js', 'express', 'expressjs', 'nodejs-development', 'es6', 'eslint', 'mocha', 'chai', 'microservices', 'rest', 'npm', 'jest']",0,i0natan/nodebestpractices,89,186,0,,6,Hierarchical,False,0,0.0,16.667,0.0,169.7
hackathon-starter,sahat,https://github.com/sahat/hackathon-starter,2019-08-16T00:05:02Z,2013-11-13T17:24:12Z,28298,841,5785,151,JavaScript,9,523,2398,16.430358632193496,127,A boilerplate for Node.js web applications,"['hackathon', 'boilerplate', 'oauth2', 'nodejs', 'starter-kit']",13,sahat/hackathon-starter,1526,1924,36,,10,Hierarchical,False,0,0.0,10.000,0.0,10.8
fullPage.js,alvarotrigo,https://github.com/alvarotrigo/fullPage.js,2019-08-08T16:03:24Z,2013-09-20T11:58:29Z,27726,895,6552,115,JavaScript,120,3168,1652,28.208232445520583,165,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,"['javascript', 'scrolling', 'slide', 'onepage', 'fullpage', 'snap', 'sections', 'swipe', 'fullscreen', 'slideshow', 'mousewheel', 'jquery']",71,alvarotrigo/fullPage.js,10370,13152,8970,4,106,Hierarchical,False,1.9,67.0,2.456,0.0,23.4
pdf.js,mozilla,https://github.com/mozilla/pdf.js,2019-08-26T15:07:13Z,2011-04-26T06:32:03Z,27740,1026,6595,301,JavaScript,616,5681,11544,36.13132363132363,429,PDF Reader in JavaScript,[],49,mozilla/pdf.js,69989,82414,2637,348,316,Hierarchical,False,1.6,62.7,1.615,0.9,12.2
hexo,hexojs,https://github.com/hexojs/hexo,2019-08-27T02:01:13Z,2012-09-23T15:17:08Z,27784,857,3668,116,JavaScript,204,2997,2657,27.625141136620247,127,"A fast, simple & powerful blog framework, powered by Node.js.","['hexo', 'javascript', 'nodejs', 'static-site-generator']",131,hexojs/hexo,14460,17252,724,30,266,Hierarchical,False,0,0.0,0.376,0.0,3.3
clipboard.js,zenorocha,https://github.com/zenorocha/clipboard.js,2019-08-19T12:31:17Z,2015-09-18T23:04:55Z,26790,442,3211,29,JavaScript,59,447,274,25.18248175182482,16,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,"['clipboard', 'javascript']",35,zenorocha/clipboard.js,894,1157,0,4,17,Hierarchical,False,0,64.7,10.035,0.0,35.3
koa,koajs,https://github.com/koajs/koa,2019-08-23T10:57:57Z,2013-07-20T18:53:45Z,27107,868,2489,77,JavaScript,31,723,1017,25.762045231071777,56,Expressive middleware for node.js using ES2017 async functions,['koa'],83,koajs/koa,3499,4301,40,1,72,Hierarchical,False,0,0.0,1.389,0.0,13.7
async,caolan,https://github.com/caolan/async,2019-07-17T00:26:11Z,2010-06-01T21:01:30Z,25925,729,2328,199,JavaScript,4,1020,1715,24.373177842565596,68,Async utilities for node and the browser,"['javascript', 'async', 'callbacks']",79,caolan/async,11816,14712,1542,4,176,Hierarchical,False,1.1,57.4,3.932,0.0,38.0
jest,facebook,https://github.com/facebook/jest,2019-08-26T18:26:25Z,2013-12-10T00:18:04Z,27203,507,3713,133,JavaScript,654,4012,4213,36.12627581295988,829,Delightful JavaScript Testing.,"['javascript', 'testing', 'painless-javascript-testing', 'facebook', 'immersive', 'painless', 'expectation', 'easy', 'snapshot']",164,facebook/jest,135118,163482,7406,600,1179,Hierarchical,False,0.8,43.8,0.190,0.1,15.6
video.js,videojs,https://github.com/videojs/video.js,2019-08-27T07:25:37Z,2010-05-14T18:45:10Z,25884,1284,6101,138,JavaScript,192,3543,3386,33.845245126993504,265,Video.js - open source HTML5 & Flash video player,"['video', 'player', 'flash', 'hls', 'javascript', 'videojs', 'html', 'html5-video', 'html5-audio', 'html5', 'dash']",387,videojs/video.js,49847,59809,11188,111,300,Hierarchical,False,1.7,57.3,7.562,0.7,20.5
Leaflet,Leaflet,https://github.com/Leaflet/Leaflet,2019-08-17T15:05:24Z,2010-09-22T16:57:44Z,25560,949,4159,454,JavaScript,360,3711,6700,31.05970149253731,119, :leaves: JavaScript library for mobile-friendly interactive maps,"['javascript', 'leaflet', 'maps']",44,Leaflet/Leaflet,15589,19538,176953,7,247,Borderline Core-Periphery,True,4.5,50.2,2.639,0.8,25.1
underscore,jashkenas,https://github.com/jashkenas/underscore,2019-05-28T13:42:14Z,2009-10-25T18:31:06Z,24779,938,5420,283,JavaScript,70,1271,2441,25.645227365833673,1,JavaScript's utility _ belt,[],63,jashkenas/underscore,6535,8246,20,25,20,Core-Periphery,True,10.0,75.0,9.500,0.0,17.8
phaser,photonstorm,https://github.com/photonstorm/phaser,2019-08-19T16:28:03Z,2013-04-12T12:27:51Z,25496,1304,5996,394,JavaScript,207,2778,12442,28.39575630927504,1856,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.","['phaser', 'phaserjs', 'javascript', 'html5-game-development', 'webgl', 'game-frameworks', 'game-development']",108,photonstorm/phaser,236483,310923,406870,235,1622,Hierarchical,False,0,0.0,0.062,0.0,85.8
nylas-mail,nylas,https://github.com/nylas/nylas-mail,2019-05-27T23:06:25Z,2014-10-16T18:29:12Z,24442,467,1395,62,JavaScript,1011,2408,6116,61.54349247874428,0,:love_letter: An extensible desktop mail app built on the modern web.  Forks welcome!,"['electron', 'javascript', 'react', 'flux', 'macos', 'windows', 'linux', 'productivity', 'email', 'babel', 'nylas-mail']",108,nylas/nylas-mail,7418,9878,9191,15,243,Hierarchical,False,0,6.6,0.425,0.0,50.1
realworld,gothinkster,https://github.com/gothinkster/realworld,2019-08-26T19:30:57Z,2016-02-26T20:49:53Z,30314,1005,2150,12,JavaScript,157,115,454,5.947136563876652,59,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more 🏅",[],0,gothinkster/realworld,89,101,0,,1,Hierarchical,False,0,0.0,100.000,0.0,9.0
incubator-superset,apache,https://github.com/apache/incubator-superset,2019-08-27T07:09:23Z,2015-07-21T18:55:34Z,25874,1205,5032,35,JavaScript,195,3557,3986,44.405418966382335,1000,"Apache Superset (incubating) is a modern, enterprise-ready business intelligence web application",['superset'],152,apache/incubator-superset,28175,30605,2023,104,448,Hierarchical,False,1.3,33.9,2.463,0.0,2.4
awesome-react-native,jondot,https://github.com/jondot/awesome-react-native,2019-08-13T10:15:34Z,2015-03-26T19:58:06Z,25114,1111,3066,267,JavaScript,14,33,1794,3.8461538461538463,156,"Awesome React Native components, news, tools, and learning material!","['react-native', 'react', 'awesome-list', 'mobile']",0,jondot/awesome-react-native,23,31,0,,3,Hierarchical,False,0,0.0,33.333,0.0,0.0
slick,kenwheeler,https://github.com/kenwheeler/slick,2019-08-23T15:32:59Z,2014-03-24T02:10:05Z,24332,627,4932,152,JavaScript,909,2298,915,37.267759562841526,2,the last carousel you'll ever need,[],51,kenwheeler/slick,1681,2200,218,,5,Hierarchical,False,0,60.0,32.000,0.0,3.4
Modernizr,Modernizr,https://github.com/Modernizr/Modernizr,2019-08-26T20:58:33Z,2009-09-25T20:13:23Z,23875,1021,3037,225,JavaScript,159,1219,2471,28.89518413597734,43,Modernizr is a JavaScript library that detects HTML5 and CSS3 features in the user’s browser.,"['modernizr', 'javascript', 'css3-features', 'javascript-library', 'feature-detection']",30,Modernizr/Modernizr,6234,8188,760,1,403,Hierarchical,False,0,0.0,0.248,0.0,64.3
select2,select2,https://github.com/select2/select2,2019-08-22T02:44:41Z,2012-03-04T18:43:12Z,23902,803,5685,389,JavaScript,39,4254,2355,43.09978768577495,74,"Select2 is a jQuery based replacement for select boxes. It supports searching, remote data sets, and infinite scrolling of results.","['javascript', 'jquery', 'select2']",42,select2/select2,28640,35547,12778,219,217,Hierarchical,False,0.9,18.4,0.595,0.0,14.2
styled-components,styled-components,https://github.com/styled-components/styled-components,2019-08-22T04:15:31Z,2016-08-16T06:41:32Z,25440,381,1500,170,JavaScript,91,1694,2810,23.202846975088967,303,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,"['react', 'css-in-js', 'styled-components', 'css']",175,styled-components/styled-components,19661,26384,1094,104,331,Borderline Core-Periphery,True,4.2,65.6,2.263,0.0,17.8
mermaid,knsv,https://github.com/knsv/mermaid,2019-08-26T18:25:35Z,2014-11-01T23:52:32Z,24633,521,1496,65,JavaScript,262,444,1040,26.923076923076923,187,Generation of diagram and flowchart from text in a similar manner as markdown,[],44,knsv/mermaid,7979,9186,2632,5,35,Multi-Core,False,5.7,28.6,12.898,2.9,10.7
clean-code-javascript,ryanmcdermott,https://github.com/ryanmcdermott/clean-code-javascript,2019-08-23T16:49:11Z,2016-11-25T22:25:41Z,25505,924,2785,41,JavaScript,16,57,487,29.774127310061605,26,:bathtub: Clean Code concepts adapted for JavaScript,"['javascript', 'principles', 'composition', 'inheritance', 'clean-code', 'clean-architecture', 'best-practices']",0,ryanmcdermott/clean-code-javascript,0,0,0,,0,Hierarchical,False,,,,,0
pixi.js,pixijs,https://github.com/pixijs/pixi.js,2019-08-26T21:00:43Z,2013-01-21T22:40:50Z,26617,1057,3824,217,JavaScript,81,3645,4848,35.80858085808581,309,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.","['canvas2d', 'pixijs', 'javascript', 'webgl', 'glsl', 'canvas', 'rendering', 'pixi', 'game', 'renderer', 'rendering-engine', 'rendering-2d-graphics']",110,pixijs/pixi.js,19961,28452,974,140,365,Hierarchical,False,0.8,52.6,0.626,0.0,47.0
request,request,https://github.com/request/request,2019-08-25T17:09:47Z,2011-01-23T01:25:14Z,23216,449,2709,300,JavaScript,180,1889,2266,28.420123565754636,25,🏊🏾 Simplified HTTP request client.,[],144,request/request,7803,9683,299,10,74,Hierarchical,False,0,0.0,1.351,0.0,5.1
preact,preactjs,https://github.com/preactjs/preact,2019-08-27T06:51:26Z,2015-09-11T02:40:18Z,23470,441,1237,84,JavaScript,76,883,2613,28.281668580176046,1415,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,"['preact', 'jsx', 'react', 'hyperscript', 'virtual-dom', 'components', 'dom', 'vdom', 'preact-components']",137,developit/preact,12985,15771,1135,298,110,Hierarchical,False,2.7,50.9,6.355,0.0,9.4
quill,quilljs,https://github.com/quilljs/quill,2019-08-10T00:02:20Z,2012-07-30T23:23:18Z,23825,474,1831,49,JavaScript,565,1771,5157,26.13922823346907,49,Quill is a modern WYSIWYG editor built for compatibility and extensibility.,"['editor', 'rich-text-editor', 'quill', 'wysiwyg']",139,quilljs/quill,8120,11159,2129,60,122,Hierarchical,False,2.5,52.5,5.899,0.0,7.3
Rocket.Chat,RocketChat,https://github.com/RocketChat/Rocket.Chat,2019-08-27T07:48:13Z,2015-05-19T07:36:09Z,23854,927,5139,375,JavaScript,2067,7461,16379,33.805482630197204,1369,The ultimate Free Open Source Solution for team communications.,"['chat', 'meteor', 'javascript', 'collaboration', 'webrtc', 'real-time', 'slack', 'foss', 'free', 'mit']",288,RocketChat/Rocket.Chat,99386,127173,8001,378,2370,Hierarchical,False,0.5,39.3,0.288,0.2,5.7
react-boilerplate,react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,2019-08-26T19:56:41Z,2015-02-18T14:36:32Z,23313,574,4710,96,JavaScript,20,1640,1398,32.61802575107296,102,":fire: A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.","['react', 'react-boilerplate', 'redux', 'redux-saga', 'offline-first', 'scaffolding', 'i18n', 'styled-components', 'webpack4', 'immer']",22,react-boilerplate/react-boilerplate,5061,6057,406,13,222,Hierarchical,False,0.9,57.2,1.331,0.0,9.8
fetch,github,https://github.com/github/fetch,2019-08-19T14:13:03Z,2014-10-13T00:26:19Z,22556,482,2162,49,JavaScript,8,468,587,21.80579216354344,21,A window.fetch JavaScript polyfill.,"['polyfill', 'fetch', 'javascript', 'promise']",28,github/fetch,1526,2005,24,3,9,Hierarchical,False,0,0.0,11.111,0.0,1.3
500lines,aosabook,https://github.com/aosabook/500lines,2019-03-02T12:07:52Z,2013-11-04T02:02:53Z,23014,1814,5172,66,JavaScript,24,36,3297,11.343645738550197,0,500 Lines or Less,[],0,aosabook/500lines,22188,28152,1220,52,77,Hierarchical,False,0,53.2,2.041,0.0,68.6
