,topics,project_name,useful_lines_of_code_(uloc),duplicate_uloc,architecture_type,core,core_size,central_size,propagation_cost,percent_files_overly_complex,useful_comment_density,percent_duplicate_uloc,overall_score,architecture_score,clarity_score,complexity_score,explanation,benchmark_selection,benchmark_count
769,[],eleme/UETool,2259,0,Borderline Core-Periphery,True,5.3,36.8,16.205,0.0,1.1,0.0,3.09,1.48,0.02,1.59,"{'useful_comment_density': 'useful_comment_density percentile: 2.2222222222222223(+0.022222222222222223)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 26.944444444444443(+0.7305555555555556)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 13.88888888888889(+0.8611111111111112)', 'propagation_cost': 'propagation_cost percentile: 27.77777777777778(+0.7222222222222223)', 'core_size': 'core_size percentile: 24.444444444444443(+0.7555555555555555)'}",LOC,180
770,"['ethereum', 'blockchain', 'java', 'solidity', 'rxjava', 'android', 'smart-contracts', 'smart-contract-tools', 'ether', 'reactivex']",web3j/web3j,28051,1775,Hierarchical,False,1.3,25.3,6.167999999999999,3.4,8.2,6.327760151153257,2.66,1.65,0.19,0.82,"{'useful_comment_density': 'useful_comment_density percentile: 18.71345029239766(+0.1871345029239766)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 54.3859649122807(+0.456140350877193)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 63.1578947368421(+0.368421052631579)', 'propagation_cost': 'propagation_cost percentile: 22.22222222222222(+0.7777777777777777)', 'core_size': 'core_size percentile: 12.280701754385966(+0.8771929824561403)'}",LOC,171
771,"['workflow-engine', 'azkaban', 'scheduling']",azkaban/azkaban,60540,3194,Hierarchical,False,2.8,23.9,6.976,5.9,9.5,5.27585067723819,2.7,1.56,0.24,0.9,"{'useful_comment_density': 'useful_comment_density percentile: 24.21875(+0.2421875)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 65.625(+0.34375)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 44.53125(+0.5546875)', 'propagation_cost': 'propagation_cost percentile: 21.875(+0.78125)', 'core_size': 'core_size percentile: 21.875(+0.78125)'}",LOC,128
775,[],aragozin/jvm-tools,27056,1337,Core-Periphery,True,11.0,27.8,5.167999999999999,2.2,10.8,4.9416026020106445,2.73,1.22,0.31,1.2,"{'useful_comment_density': 'useful_comment_density percentile: 30.813953488372093(+0.3081395348837209)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 38.08139534883721(+0.6191860465116279)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 41.86046511627907(+0.5813953488372092)', 'propagation_cost': 'propagation_cost percentile: 18.023255813953487(+0.8197674418604651)', 'core_size': 'core_size percentile: 59.883720930232556(+0.40116279069767447)'}",LOC,172
777,[],chrisbanes/philm,12587,208,Core-Periphery,True,27.8,25.4,40.915,2.9,3.7,1.6524986096766507,1.6,0.23,0.06,1.31,"{'useful_comment_density': 'useful_comment_density percentile: 5.936073059360731(+0.05936073059360731)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 53.42465753424658(+0.4657534246575342)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 15.981735159817351(+0.8401826484018265)', 'propagation_cost': 'propagation_cost percentile: 91.78082191780823(+0.08219178082191775)', 'core_size': 'core_size percentile: 84.93150684931507(+0.1506849315068493)'}",LOC,219
779,[],AntennaPod/AntennaPod,39868,1648,Core-Periphery,True,24.7,28.7,32.55,9.5,9.6,4.1336410153506575,1.38,0.43,0.25,0.7,"{'useful_comment_density': 'useful_comment_density percentile: 25.153374233128833(+0.25153374233128833)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 91.71779141104294(+0.08282208588957062)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 38.03680981595092(+0.6196319018404908)', 'propagation_cost': 'propagation_cost percentile: 82.82208588957056(+0.1717791411042944)', 'core_size': 'core_size percentile: 74.23312883435582(+0.2576687116564418)'}",LOC,163
780,[],reark/reark,5559,238,Core-Periphery,True,9.6,17.6,14.857000000000001,0.7,4.8,4.281345565749235,2.38,1.07,0.12,1.19,"{'useful_comment_density': 'useful_comment_density percentile: 12.105263157894736(+0.12105263157894736)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 25.526315789473685(+0.7447368421052631)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 55.26315789473684(+0.4473684210526316)', 'propagation_cost': 'propagation_cost percentile: 38.421052631578945(+0.6157894736842106)', 'core_size': 'core_size percentile: 54.21052631578947(+0.4578947368421053)'}",LOC,190
782,"['sofa-boot', 'sofa-boot-starter', 'sofastack']",alipay/sofa-boot,13687,220,Hierarchical,False,2.0,24.7,3.319,0.5,18.4,1.6073646525900491,4.1,1.74,0.62,1.74,"{'useful_comment_density': 'useful_comment_density percentile: 62.44343891402715(+0.6244343891402715)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 12.669683257918551(+0.8733031674208145)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 13.574660633484163(+0.8642533936651584)', 'propagation_cost': 'propagation_cost percentile: 9.049773755656108(+0.9095022624434389)', 'core_size': 'core_size percentile: 16.742081447963802(+0.832579185520362)'}",LOC,221
784,[],VictorAlbertos/RxCache,6168,130,Hierarchical,False,2.7,27.7,11.488,2.7,20.2,2.1076523994811933,3.31,1.58,0.62,1.11,"{'useful_comment_density': 'useful_comment_density percentile: 62.359550561797754(+0.6235955056179775)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 60.1123595505618(+0.398876404494382)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 29.213483146067414(+0.7078651685393258)', 'propagation_cost': 'propagation_cost percentile: 28.089887640449437(+0.7191011235955057)', 'core_size': 'core_size percentile: 13.48314606741573(+0.8651685393258427)'}",LOC,178
786,"['distributed-sql-database', 'iot', 'osgi', 'network-client', 'ignite', 'data-management-platform', 'big-data', 'cloud', 'database', 'network-server', 'hadoop', 'sql']",apache/ignite,885116,74737,Core-Periphery,True,24.3,14.9,24.103,7.4,27.4,8.443752005386864,2.24,0.32,0.92,1.0,"{'useful_comment_density': 'useful_comment_density percentile: 92.0(+0.92)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 60.0(+0.4)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 40.0(+0.6)', 'propagation_cost': 'propagation_cost percentile: 84.0(+0.16)', 'core_size': 'core_size percentile: 84.0(+0.16)'}",NEAREST,25
788,['lucene'],apache/lucene-solr,1026873,101241,Core-Periphery,True,7.6,15.4,12.925,8.2,17.0,9.859154929577464,2.32,0.88,0.64,0.8,"{'useful_comment_density': 'useful_comment_density percentile: 64.0(+0.64)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 68.0(+0.32)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 52.0(+0.48)', 'propagation_cost': 'propagation_cost percentile: 60.0(+0.4)', 'core_size': 'core_size percentile: 52.0(+0.48)'}",NEAREST,25
789,[],mongodb/mongo-java-driver,98849,9395,Core-Periphery,True,8.6,21.2,16.352999999999998,5.8,26.8,9.504395593278637,2.62,1.0,0.75,0.87,"{'useful_comment_density': 'useful_comment_density percentile: 75.0(+0.75)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 54.0(+0.46)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 59.0(+0.41)', 'propagation_cost': 'propagation_cost percentile: 54.0(+0.46)', 'core_size': 'core_size percentile: 46.0(+0.54)'}",LOC,100
790,[],oasisfeng/condom,2808,24,Core-Periphery,True,9.4,18.8,27.636999999999997,9.4,11.2,0.8547008547008548,2.03,0.74,0.48,0.81,"{'useful_comment_density': 'useful_comment_density percentile: 47.593582887700535(+0.47593582887700536)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 91.97860962566845(+0.08021390374331545)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 27.272727272727273(+0.7272727272727272)', 'propagation_cost': 'propagation_cost percentile: 71.65775401069519(+0.28342245989304815)', 'core_size': 'core_size percentile: 54.54545454545455(+0.45454545454545453)'}",LOC,187
791,"['headerview-footerview', 'recyclerview', 'headerview', 'footerview']",jdsjlzx/LRecyclerView,13183,2528,Hierarchical,False,3.1,31.4,4.293,1.0,14.1,19.17621178790867,2.91,1.58,0.46,0.87,"{'useful_comment_density': 'useful_comment_density percentile: 46.2962962962963(+0.46296296296296297)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 21.296296296296298(+0.787037037037037)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 92.12962962962963(+0.07870370370370366)', 'propagation_cost': 'propagation_cost percentile: 11.574074074074074(+0.8842592592592592)', 'core_size': 'core_size percentile: 30.09259259259259(+0.6990740740740741)'}",LOC,216
792,[],JZ-Darkal/AndroidHttpCapture,13291,276,Core-Periphery,True,6.1,30.7,13.789000000000001,1.7,22.2,2.0765931833571587,3.27,1.1,0.74,1.43,"{'useful_comment_density': 'useful_comment_density percentile: 73.85321100917432(+0.7385321100917431)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 33.71559633027523(+0.6628440366972477)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.93577981651376(+0.7706422018348624)', 'propagation_cost': 'propagation_cost percentile: 47.24770642201835(+0.5275229357798166)', 'core_size': 'core_size percentile: 42.6605504587156(+0.573394495412844)'}",LOC,218
793,"['android', 'animation', 'viewanimator', 'view', 'anim', 'path-animation', 'compat']",florent37/ViewAnimator,1426,140,Core-Periphery,True,18.2,54.5,22.314,0.0,9.8,9.817671809256662,1.96,0.8,0.42,0.74,"{'useful_comment_density': 'useful_comment_density percentile: 41.911764705882355(+0.41911764705882354)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 34.55882352941177(+0.6544117647058824)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 91.91176470588235(+0.08088235294117652)', 'propagation_cost': 'propagation_cost percentile: 47.794117647058826(+0.5220588235294117)', 'core_size': 'core_size percentile: 72.05882352941177(+0.2794117647058823)'}",LOC,136
794,"['javaparser', 'parser', 'java', 'javadoc', 'code-generation', 'code-generator', 'syntax-tree', 'code-analysis', 'abstract-syntax-tree']",javaparser/javaparser,125165,23776,Core-Periphery,True,28.4,19.0,28.910999999999998,6.8,7.5,18.995725642152358,1.04,0.44,0.09,0.51,"{'useful_comment_density': 'useful_comment_density percentile: 8.88888888888889(+0.08888888888888889)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 65.55555555555556(+0.34444444444444444)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 83.33333333333333(+0.1666666666666667)', 'propagation_cost': 'propagation_cost percentile: 75.55555555555556(+0.24444444444444444)', 'core_size': 'core_size percentile: 80.0(+0.2)'}",LOC,90
796,"['spring-cloud', 'java', 'spring', 'microservices', 'cloud-native', 'spring-cloud-core', 'alibaba-oss', 'alibaba', 'dubbo', 'rocketmq', 'nacos', 'aliyun', 'service-discovery', 'service-registry', 'distributed-configuration', 'distributed-messaging', 'distributed-transaction', 'circuit-breaker', 'alibaba-middleware', 'spring-cloud-alibaba']",spring-cloud-incubator/spring-cloud-alibaba,16841,846,Hierarchical,False,1.0,31.4,1.268,0.2,9.2,5.0234546642123385,3.62,1.91,0.27,1.44,"{'useful_comment_density': 'useful_comment_density percentile: 26.88679245283019(+0.2688679245283019)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 6.839622641509434(+0.9316037735849056)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 49.056603773584904(+0.5094339622641509)', 'propagation_cost': 'propagation_cost percentile: 1.8867924528301887(+0.9811320754716981)', 'core_size': 'core_size percentile: 6.839622641509434(+0.9316037735849056)'}",LOC,212
798,"['citypicker', 'city', 'indexbar']",zaaach/CityPicker,1194,0,Core-Periphery,True,9.1,36.4,17.975,4.5,6.0,0.0,2.5,1.23,0.27,1.0,"{'useful_comment_density': 'useful_comment_density percentile: 27.0(+0.27)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 78.0(+0.22)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.0(+0.78)', 'propagation_cost': 'propagation_cost percentile: 29.0(+0.71)', 'core_size': 'core_size percentile: 47.5(+0.525)'}",LOC,100
801,[],igreenwood/SimpleCropView,3052,352,Core-Periphery,True,16.0,44.0,29.28,8.0,9.7,11.533420707732635,1.1,0.49,0.39,0.22,"{'useful_comment_density': 'useful_comment_density percentile: 38.91891891891892(+0.3891891891891892)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 89.72972972972973(+0.10270270270270274)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 88.64864864864865(+0.11351351351351355)', 'propagation_cost': 'propagation_cost percentile: 78.37837837837837(+0.21621621621621628)', 'core_size': 'core_size percentile: 72.43243243243244(+0.27567567567567564)'}",LOC,185
802,"['cordova-plugin', 'cordova-plugin-local-notification', 'cordova-android-plugin', 'cordova-ios-plugin', 'cordova-windows-plugin', 'notifications', 'local-notifications', 'user-notifications', 'appplant']",katzer/cordova-plugin-local-notifications,2049,24,Core-Periphery,True,23.8,23.8,41.497,0.0,28.9,1.171303074670571,2.4,0.19,0.88,1.33,"{'useful_comment_density': 'useful_comment_density percentile: 88.0(+0.88)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 28.285714285714285(+0.7171428571428572)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 38.857142857142854(+0.6114285714285714)', 'propagation_cost': 'propagation_cost percentile: 93.14285714285714(+0.06857142857142862)', 'core_size': 'core_size percentile: 87.42857142857143(+0.1257142857142857)'}",LOC,175
803,"['sharedpreferences', 'android', 'multiprocess']",grandcentrix/tray,4367,22,Core-Periphery,True,10.0,16.7,25.916999999999998,3.3,18.4,0.5037783375314862,2.61,0.81,0.56,1.24,"{'useful_comment_density': 'useful_comment_density percentile: 55.913978494623656(+0.5591397849462365)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 65.3225806451613(+0.34677419354838707)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 10.21505376344086(+0.8978494623655914)', 'propagation_cost': 'propagation_cost percentile: 65.59139784946237(+0.3440860215053763)', 'core_size': 'core_size percentile: 53.225806451612904(+0.46774193548387094)'}",LOC,186
804,[],androidquery/androidquery,10481,496,Core-Periphery,True,21.6,21.6,25.346999999999998,9.5,16.2,4.73237286518462,1.55,0.49,0.52,0.54,"{'useful_comment_density': 'useful_comment_density percentile: 51.96078431372549(+0.5196078431372549)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 93.87254901960785(+0.061274509803921545)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 52.450980392156865(+0.47549019607843135)', 'propagation_cost': 'propagation_cost percentile: 75.0(+0.25)', 'core_size': 'core_size percentile: 76.47058823529412(+0.23529411764705885)'}",LOC,204
805,[],AltBeacon/android-beacon-library,9150,284,Core-Periphery,True,22.1,25.0,29.651,3.8,24.6,3.103825136612022,2.15,0.41,0.77,0.97,"{'useful_comment_density': 'useful_comment_density percentile: 76.80412371134021(+0.7680412371134021)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 68.81443298969072(+0.31185567010309284)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 34.02061855670103(+0.6597938144329896)', 'propagation_cost': 'propagation_cost percentile: 80.9278350515464(+0.19072164948453604)', 'core_size': 'core_size percentile: 78.35051546391753(+0.2164948453608247)'}",LOC,194
807,"['ssh', 'bastion-host', 'java', 'javascript', 'web-app', 'web-based', 'ssh-client', 'ssh-key']",skavanagh/KeyBox,13645,615,Hierarchical,False,0.0,0.0,2.6319999999999997,2.6,28.4,4.507145474532796,3.82,1.92,0.83,1.07,"{'useful_comment_density': 'useful_comment_density percentile: 82.88288288288288(+0.8288288288288288)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 47.972972972972975(+0.5202702702702703)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 45.4954954954955(+0.545045045045045)', 'propagation_cost': 'propagation_cost percentile: 6.756756756756757(+0.9324324324324325)', 'core_size': 'core_size percentile: 0.9009009009009009(+0.990990990990991)'}",LOC,222
811,[],AigeStudio/WheelPicker,1517,0,Core-Periphery,True,18.8,31.2,24.219,6.2,37.3,0.0,2.6,0.69,0.96,0.95,"{'useful_comment_density': 'useful_comment_density percentile: 96.05263157894737(+0.9605263157894737)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 86.1842105263158(+0.13815789473684206)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 18.75(+0.8125)', 'propagation_cost': 'propagation_cost percentile: 57.23684210526316(+0.4276315789473684)', 'core_size': 'core_size percentile: 73.6842105263158(+0.26315789473684204)'}",LOC,152
813,[],querydsl/querydsl,90342,7153,Borderline Core-Periphery,True,5.0,26.0,5.2,2.8,13.3,7.917690553673817,3.18,1.53,0.36,1.29,"{'useful_comment_density': 'useful_comment_density percentile: 35.78947368421053(+0.35789473684210527)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 17.894736842105264(+0.8210526315789474)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 52.63157894736842(+0.4736842105263158)', 'propagation_cost': 'propagation_cost percentile: 14.736842105263158(+0.8526315789473685)', 'core_size': 'core_size percentile: 32.63157894736842(+0.6736842105263159)'}",LOC,95
815,"['recyclerview', 'recyclerview-adapter', 'delegate', 'composition-over-inheritance', 'adapterdelegates']",sockeqwe/AdapterDelegates,2255,148,Core-Periphery,True,6.2,12.5,11.241,0.0,18.9,6.563192904656319,3.23,1.56,0.69,0.98,"{'useful_comment_density': 'useful_comment_density percentile: 69.44444444444444(+0.6944444444444444)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 26.944444444444443(+0.7305555555555556)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 75.0(+0.25)', 'propagation_cost': 'propagation_cost percentile: 10.555555555555555(+0.8944444444444444)', 'core_size': 'core_size percentile: 33.05555555555556(+0.6694444444444444)'}",LOC,180
816,[],mcharmas/Android-ReactiveLocation,1712,0,Core-Periphery,True,9.5,38.1,19.104,0.0,13.1,0.0,3.14,1.05,0.6,1.49,"{'useful_comment_density': 'useful_comment_density percentile: 60.115606936416185(+0.6011560693641619)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 33.23699421965318(+0.6676300578034682)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 18.208092485549134(+0.8179190751445087)', 'propagation_cost': 'propagation_cost percentile: 41.040462427745666(+0.5895953757225434)', 'core_size': 'core_size percentile: 53.75722543352601(+0.4624277456647399)'}",LOC,173
817,['pinot'],apache/incubator-pinot,221863,11547,Borderline Core-Periphery,True,5.6,18.5,6.267,3.7,12.3,5.204563176374609,3.18,1.31,0.35,1.52,"{'useful_comment_density': 'useful_comment_density percentile: 34.61538461538461(+0.34615384615384615)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 32.69230769230769(+0.673076923076923)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 15.384615384615385(+0.8461538461538461)', 'propagation_cost': 'propagation_cost percentile: 25.0(+0.75)', 'core_size': 'core_size percentile: 44.23076923076923(+0.5576923076923077)'}",LOC,52
818,"['ultimateandroid', 'java', 'android']",cymcsg/UltimateAndroid,230701,39176,Hierarchical,False,0.2,56.2,0.213,2.3,18.4,16.981287467327842,3.58,1.98,0.54,1.06,"{'useful_comment_density': 'useful_comment_density percentile: 54.166666666666664(+0.5416666666666666)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 14.583333333333334(+0.8541666666666667)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 79.16666666666667(+0.2083333333333333)', 'propagation_cost': 'propagation_cost percentile: 0.0(+1.0)', 'core_size': 'core_size percentile: 2.0833333333333335(+0.9791666666666667)'}",LOC,48
819,"['android', 'camera', 'capture', 'video', 'photos', 'api']",florent37/CameraFragment,4156,318,Borderline Core-Periphery,True,5.8,25.0,12.648,7.7,3.3,7.651588065447545,1.85,1.4,0.06,0.39,"{'useful_comment_density': 'useful_comment_density percentile: 5.882352941176471(+0.05882352941176471)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 85.8288770053476(+0.14171122994652408)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 75.40106951871658(+0.24598930481283418)', 'propagation_cost': 'propagation_cost percentile: 24.06417112299465(+0.7593582887700535)', 'core_size': 'core_size percentile: 35.82887700534759(+0.6417112299465241)'}",LOC,187
820,"['task', 'lts', 'java', 'springboot', 'spring', 'spi']",ltsopensource/light-task-scheduler,38491,1625,Hierarchical,False,1.5,18.3,8.161,0.6,10.2,4.221766127146606,3.35,1.5,0.29,1.56,"{'useful_comment_density': 'useful_comment_density percentile: 29.447852760736197(+0.294478527607362)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 4.9079754601226995(+0.950920245398773)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 38.65030674846626(+0.6134969325153374)', 'propagation_cost': 'propagation_cost percentile: 33.74233128834356(+0.6625766871165644)', 'core_size': 'core_size percentile: 16.257668711656443(+0.8374233128834356)'}",LOC,163
821,"['stream-processing', 'real-time', 'sql', 'interactive', 'kafka']",confluentinc/ksql,79698,2997,Core-Periphery,True,7.9,25.4,8.225,5.6,6.5,3.7604456824512535,2.57,1.29,0.05,1.23,"{'useful_comment_density': 'useful_comment_density percentile: 4.854368932038835(+0.04854368932038835)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 55.33980582524272(+0.4466019417475728)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 21.359223300970875(+0.7864077669902911)', 'propagation_cost': 'propagation_cost percentile: 29.12621359223301(+0.7087378640776698)', 'core_size': 'core_size percentile: 41.74757281553398(+0.5825242718446603)'}",LOC,103
822,"['material-design', 'navigation-bar']",tyzlmjj/PagerBottomTabStrip,2661,470,Multi-Core,False,4.8,31.0,17.063,2.4,12.2,17.662532882375046,2.36,1.37,0.52,0.47,"{'useful_comment_density': 'useful_comment_density percentile: 52.17391304347826(+0.5217391304347826)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 57.608695652173914(+0.42391304347826086)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 95.1086956521739(+0.048913043478260934)', 'propagation_cost': 'propagation_cost percentile: 38.04347826086956(+0.6195652173913043)', 'core_size': 'core_size percentile: 24.72826086956522(+0.7527173913043478)'}",LOC,184
823,[],tronprotocol/java-tron,148980,54302,Core-Periphery,True,20.6,12.4,29.674,6.5,5.8,36.44918781044436,0.83,0.39,0.06,0.38,"{'useful_comment_density': 'useful_comment_density percentile: 5.633802816901408(+0.05633802816901408)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 67.6056338028169(+0.32394366197183105)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 94.36619718309859(+0.05633802816901408)', 'propagation_cost': 'propagation_cost percentile: 84.50704225352112(+0.1549295774647888)', 'core_size': 'core_size percentile: 76.05633802816901(+0.2394366197183099)'}",LOC,71
825,[],H07000223/FlycoDialog_Master,3530,338,Multi-Core,False,4.9,76.5,7.103,1.2,9.5,9.575070821529746,2.85,1.67,0.35,0.83,"{'useful_comment_density': 'useful_comment_density percentile: 34.946236559139784(+0.3494623655913978)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 34.67741935483871(+0.6532258064516128)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 82.79569892473118(+0.17204301075268816)', 'propagation_cost': 'propagation_cost percentile: 5.913978494623656(+0.9408602150537635)', 'core_size': 'core_size percentile: 27.419354838709676(+0.7258064516129032)'}",LOC,186
828,[],google/volley,6198,212,Core-Periphery,True,8.5,24.4,15.630999999999998,2.4,23.7,3.420458212326557,2.82,1.07,0.75,1.0,"{'useful_comment_density': 'useful_comment_density percentile: 74.71910112359551(+0.7471910112359551)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 54.21348314606742(+0.4578651685393258)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 46.06741573033708(+0.5393258426966292)', 'propagation_cost': 'propagation_cost percentile: 43.258426966292134(+0.5674157303370787)', 'core_size': 'core_size percentile: 49.438202247191015(+0.5056179775280899)'}",LOC,178
830,"['library', 'web-framework', 'shiro', 'java']",apache/shiro,27095,947,Hierarchical,False,1.0,23.6,4.836,1.0,60.2,3.4951097988558777,4.33,1.76,0.99,1.58,"{'useful_comment_density': 'useful_comment_density percentile: 99.4186046511628(+0.9941860465116279)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 12.790697674418604(+0.872093023255814)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 29.069767441860463(+0.7093023255813954)', 'propagation_cost': 'propagation_cost percentile: 16.27906976744186(+0.8372093023255814)', 'core_size': 'core_size percentile: 7.267441860465116(+0.9273255813953489)'}",LOC,172
832,"['keywhiz', 'secret-management', 'secret-distribution', 'enterprise-software', 'manage-secrets', 'secrets', 'secrets-management']",square/keywhiz,17114,317,Hierarchical,False,1.5,20.0,9.261000000000001,3.3,8.6,1.8522846792100034,3.03,1.54,0.25,1.24,"{'useful_comment_density': 'useful_comment_density percentile: 25.118483412322274(+0.25118483412322273)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 60.90047393364929(+0.39099526066350715)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 15.165876777251185(+0.8483412322274881)', 'propagation_cost': 'propagation_cost percentile: 30.805687203791468(+0.6919431279620853)', 'core_size': 'core_size percentile: 14.928909952606634(+0.8507109004739337)'}",LOC,211
833,"['graphql-server', 'protobuf', 'grpc', 'graphql']",google/rejoiner,4078,301,Borderline Core-Periphery,True,4.1,29.7,8.254,1.4,4.9,7.381069151544875,2.76,1.71,0.14,0.91,"{'useful_comment_density': 'useful_comment_density percentile: 13.66120218579235(+0.1366120218579235)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 35.51912568306011(+0.6448087431693988)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 73.22404371584699(+0.26775956284153013)', 'propagation_cost': 'propagation_cost percentile: 6.557377049180328(+0.9344262295081966)', 'core_size': 'core_size percentile: 22.404371584699454(+0.7759562841530055)'}",LOC,183
834,[],deathmarine/Luyten,4506,50,Core-Periphery,True,46.4,46.4,48.724,7.1,3.6,1.109631602308034,1.09,0.09,0.07,0.93,"{'useful_comment_density': 'useful_comment_density percentile: 7.368421052631579(+0.07368421052631578)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 84.73684210526316(+0.15263157894736834)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.105263157894736(+0.7789473684210526)', 'propagation_cost': 'propagation_cost percentile: 95.78947368421052(+0.0421052631578948)', 'core_size': 'core_size percentile: 94.73684210526316(+0.052631578947368356)'}",LOC,190
835,[],Aspsine/SwipeToLoadLayout,4328,78,Hierarchical,False,3.1,24.6,10.367,1.5,8.7,1.8022181146025877,3.25,1.73,0.28,1.24,"{'useful_comment_density': 'useful_comment_density percentile: 27.956989247311828(+0.27956989247311825)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 40.32258064516129(+0.5967741935483871)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 35.483870967741936(+0.6451612903225806)', 'propagation_cost': 'propagation_cost percentile: 15.053763440860216(+0.8494623655913978)', 'core_size': 'core_size percentile: 11.827956989247312(+0.8817204301075269)'}",LOC,186
